"","fips","SCC","Pollutant","Emissions","type","year"
"797","24510","2267003010","PM25-PRI",0.01,"NON-ROAD",2002
"798","24510","2267003020","PM25-PRI",1.61,"NON-ROAD",2002
"799","24510","2267003030","PM25-PRI",0.01,"NON-ROAD",2002
"800","24510","2267003040","PM25-PRI",0.00381810322869569,"NON-ROAD",2002
"801","24510","2267003050","PM25-PRI",0.000916694174520671,"NON-ROAD",2002
"802","24510","2267003070","PM25-PRI",0.00761991273611784,"NON-ROAD",2002
"803","24510","2267004066","PM25-PRI",0.00464719577576033,"NON-ROAD",2002
"804","24510","2267006005","PM25-PRI",0.05,"NON-ROAD",2002
"805","24510","2267006010","PM25-PRI",0.01,"NON-ROAD",2002
"806","24510","2267006015","PM25-PRI",0.01,"NON-ROAD",2002
"807","24510","2267006025","PM25-PRI",0.01,"NON-ROAD",2002
"808","24510","2267006030","PM25-PRI",0.000238495005760342,"NON-ROAD",2002
"809","24510","2267006035","PM25-PRI",0.000236128362303134,"NON-ROAD",2002
"810","24510","2268003020","PM25-PRI",0.11,"NON-ROAD",2002
"811","24510","2268003030","PM25-PRI",0.000134146204800346,"NON-ROAD",2002
"812","24510","2268003040","PM25-PRI",7.30706924514379e-05,"NON-ROAD",2002
"813","24510","2268003060","PM25-PRI",0.000387662759749219,"NON-ROAD",2002
"814","24510","2268003070","PM25-PRI",0.000550329350517131,"NON-ROAD",2002
"815","24510","2268006005","PM25-PRI",0.01,"NON-ROAD",2002
"816","24510","2268006010","PM25-PRI",0.000888953305548056,"NON-ROAD",2002
"817","24510","2268006015","PM25-PRI",0.00127279470325447,"NON-ROAD",2002
"818","24510","2268006020","PM25-PRI",0.04,"NON-ROAD",2002
"819","24510","2268010010","PM25-PRI",0.00172414154803846,"NON-ROAD",2002
"820","24510","2270003010","PM25-PRI",0.65,"NON-ROAD",2002
"821","24510","2270003020","PM25-PRI",4.44,"NON-ROAD",2002
"822","24510","2270003030","PM25-PRI",1.61,"NON-ROAD",2002
"823","24510","2270003040","PM25-PRI",1.74,"NON-ROAD",2002
"824","24510","2270003050","PM25-PRI",0.13,"NON-ROAD",2002
"825","24510","2270003060","PM25-PRI",10.21,"NON-ROAD",2002
"826","24510","2270003070","PM25-PRI",2.17,"NON-ROAD",2002
"827","24510","2270004031","PM25-PRI",7.80857690187986e-05,"NON-ROAD",2002
"828","24510","2270004036","PM25-PRI",0.01,"NON-ROAD",2002
"829","24510","2270004046","PM25-PRI",0.54,"NON-ROAD",2002
"830","24510","2270004056","PM25-PRI",0.11,"NON-ROAD",2002
"831","24510","2270004066","PM25-PRI",0.61,"NON-ROAD",2002
"832","24510","2270004071","PM25-PRI",0.06,"NON-ROAD",2002
"833","24510","2270004076","PM25-PRI",0.00208782313711709,"NON-ROAD",2002
"834","24510","2270006005","PM25-PRI",5.3,"NON-ROAD",2002
"835","24510","2270006010","PM25-PRI",1.28,"NON-ROAD",2002
"836","24510","2270006015","PM25-PRI",3.05,"NON-ROAD",2002
"837","24510","2270006025","PM25-PRI",3.17,"NON-ROAD",2002
"838","24510","2270006030","PM25-PRI",0.14,"NON-ROAD",2002
"839","24510","2270006035","PM25-PRI",0.13,"NON-ROAD",2002
"840","24510","2270010010","PM25-PRI",0.06,"NON-ROAD",2002
"841","24510","2280002100","PM25-PRI",40.03,"NON-ROAD",2002
"842","24510","2280002200","PM25-PRI",0.65,"NON-ROAD",2002
"843","24510","2280003000","PM25-PRI",95.84,"NON-ROAD",2002
"844","24510","2282005010","PM25-PRI",3.15,"NON-ROAD",2002
"845","24510","2282005015","PM25-PRI",1.37,"NON-ROAD",2002
"846","24510","2282010005","PM25-PRI",0.05,"NON-ROAD",2002
"847","24510","2282020005","PM25-PRI",0.19,"NON-ROAD",2002
"848","24510","2282020010","PM25-PRI",0.00464871378426323,"NON-ROAD",2002
"849","24510","2285002006","PM25-PRI",9.23,"NON-ROAD",2002
"850","24510","2285002008","PM25-PRI",0.02,"NON-ROAD",2002
"851","24510","2285002009","PM25-PRI",6.97,"NON-ROAD",2002
"852","24510","2285002010","PM25-PRI",23.54,"NON-ROAD",2002
"853","24510","2285002015","PM25-PRI",0.21,"NON-ROAD",2002
"854","24510","2285004015","PM25-PRI",0.000819003966171294,"NON-ROAD",2002
"855","24510","2285006015","PM25-PRI",1.74993074324448e-05,"NON-ROAD",2002
"856","24510","50100101","PM25-PRI",24.51,"POINT",2005
"857","24510","10200603","PM25-PRI",1.92,"POINT",2005
"858","24510","10200402","PM25-PRI",4.47,"POINT",2005
"859","24510","20100102","PM25-PRI",0.1,"POINT",2005
"860","24510","10300601","PM25-PRI",14.58,"POINT",2005
"861","24510","30300303","PM25-PRI",1.7,"POINT",2005
"862","24510","30510205","PM25-PRI",4.88,"POINT",2005
"863","24510","50200501","PM25-PRI",1.45,"POINT",2005
"864","24510","30103501","PM25-PRI",0.35,"POINT",2005
"865","24510","30599999","PM25-PRI",257.15,"POINT",2005
"866","24510","50190005","PM25-PRI",0.4,"POINT",2005
"867","24510","20200102","PM25-PRI",0.9,"POINT",2005
"868","24510","30101202","PM25-PRI",0.04,"POINT",2005
"869","24510","30103311","PM25-PRI",0.94,"POINT",2005
"870","24510","30500198","PM25-PRI",2.13,"POINT",2005
"871","24510","10100504","PM25-PRI",1.31,"POINT",2005
"872","24510","50300101","PM25-PRI",0.24,"POINT",2005
"873","24510","10300502","PM25-PRI",1.67,"POINT",2005
"874","24510","30501521","PM25-PRI",2.79,"POINT",2005
"875","24510","10500106","PM25-PRI",4.43,"POINT",2005
"876","24510","31299999","PM25-PRI",4.19,"POINT",2005
"877","24510","20200401","PM25-PRI",0.14,"POINT",2005
"878","24510","40200501","PM25-PRI",0.31,"POINT",2005
"879","24510","30203201","PM25-PRI",0.18,"POINT",2005
"880","24510","30121101","PM25-PRI",25.86,"POINT",2005
"881","24510","30590001","PM25-PRI",0.99,"POINT",2005
"882","24510","30200899","PM25-PRI",0.64,"POINT",2005
"883","24510","30500499","PM25-PRI",41.86,"POINT",2005
"884","24510","20300101","PM25-PRI",0.2,"POINT",2005
"885","24510","30500402","PM25-PRI",7.1,"POINT",2005
"886","24510","30201599","PM25-PRI",138.36,"POINT",2005
"887","24510","33000199","PM25-PRI",9.93,"POINT",2005
"888","24510","50100103","PM25-PRI",7.95,"POINT",2005
"889","24510","30501513","PM25-PRI",5.84,"POINT",2005
"890","24510","30100999","PM25-PRI",23.63,"POINT",2005
"891","24510","30510198","PM25-PRI",1.21,"POINT",2005
"892","24510","33000499","PM25-PRI",1.18,"POINT",2005
"893","24510","30301201","PM25-PRI",43.29,"POINT",2005
"894","24510","30501517","PM25-PRI",7.2,"POINT",2005
"895","24510","30501502","PM25-PRI",0.26,"POINT",2005
"896","24510","20300102","PM25-PRI",0.38,"POINT",2005
"897","24510","39999999","PM25-PRI",64.88,"POINT",2005
"898","24510","30101503","PM25-PRI",0.22,"POINT",2005
"899","24510","30201651","PM25-PRI",52.99,"POINT",2005
"900","24510","30500103","PM25-PRI",7.26,"POINT",2005
"901","24510","30501508","PM25-PRI",8.47,"POINT",2005
"902","24510","30203202","PM25-PRI",0.51,"POINT",2005
"903","24510","30501504","PM25-PRI",0.29,"POINT",2005
"904","24510","30501520","PM25-PRI",24.73,"POINT",2005
"905","24510","10200602","PM25-PRI",77.45,"POINT",2005
"906","24510","30100902","PM25-PRI",1.63,"POINT",2005
"907","24510","50200504","PM25-PRI",2.41,"POINT",2005
"908","24510","30500401","PM25-PRI",25.25,"POINT",2005
"909","24510","10300602","PM25-PRI",8.84,"POINT",2005
"910","24510","30501519","PM25-PRI",8.5,"POINT",2005
"911","24510","10300402","PM25-PRI",2.66,"POINT",2005
"912","24510","30509203","PM25-PRI",0.53,"POINT",2005
"913","24510","10100601","PM25-PRI",13.72,"POINT",2005
"914","24510","30100699","PM25-PRI",23.85,"POINT",2005
"915","24510","10300603","PM25-PRI",0.46,"POINT",2005
"916","24510","10200601","PM25-PRI",159.52,"POINT",2005
"917","24510","30501509","PM25-PRI",1.87,"POINT",2005
"918","24510","50300501","PM25-PRI",9.06,"POINT",2005
"919","24510","50400201","PM25-PRI",1.14,"POINT",2005
"920","24510","30301010","PM25-PRI",0.85,"POINT",2005
"921","24510","30501301","PM25-PRI",2.42,"POINT",2005
"922","24510","10200502","PM25-PRI",0.38,"POINT",2005
"923","24510","30101401","PM25-PRI",3.26,"POINT",2005
"924","24510","30501402","PM25-PRI",39.89,"POINT",2005
"925","24510","30501518","PM25-PRI",0.6,"POINT",2005
"926","24510","30183001","PM25-PRI",12.19,"POINT",2005
"927","24510","2104008000","PM25-PRI",242.87,"NONPOINT",2005
"928","24510","2104008070","PM25-PRI",83.55,"NONPOINT",2005
"929","24510","2610030000","PM25-PRI",0,"NONPOINT",2005
"930","24510","2311020000","PM25-PRI",57.14,"NONPOINT",2005
"931","24510","2311010000","PM25-PRI",1.3,"NONPOINT",2005
"932","24510","2801000003","PM25-PRI",347.59,"NONPOINT",2005
"933","24510","2102004000","PM25-PRI",2.46,"NONPOINT",2005
"934","24510","2103005000","PM25-PRI",0.73,"NONPOINT",2005
"935","24510","2103004000","PM25-PRI",12.95,"NONPOINT",2005
"936","24510","2294000000","PM25-PRI",26.06,"NONPOINT",2005
"937","24510","2302002100","PM25-PRI",24.77,"NONPOINT",2005
"938","24510","2103006000","PM25-PRI",1.78,"NONPOINT",2005
"939","24510","2810030000","PM25-PRI",13.48,"NONPOINT",2005
"940","24510","2610000400","PM25-PRI",0,"NONPOINT",2005
"941","24510","2103002000","PM25-PRI",2.03,"NONPOINT",2005
"942","24510","2104006000","PM25-PRI",3.11,"NONPOINT",2005
"943","24510","2102006000","PM25-PRI",0.67,"NONPOINT",2005
"944","24510","2103011000","PM25-PRI",0.92,"NONPOINT",2005
"945","24510","2102002000","PM25-PRI",159.78,"NONPOINT",2005
"946","24510","2302003100","PM25-PRI",28.14,"NONPOINT",2005
"947","24510","2610000500","PM25-PRI",215.35,"NONPOINT",2005
"948","24510","2311030000","PM25-PRI",25.89,"NONPOINT",2005
"949","24510","2104002000","PM25-PRI",10.2,"NONPOINT",2005
"950","24510","2302002200","PM25-PRI",143.04,"NONPOINT",2005
"951","24510","2102005000","PM25-PRI",8.98,"NONPOINT",2005
"952","24510","2810005000","PM25-PRI",0,"NONPOINT",2005
"953","24510","2104011000","PM25-PRI",1.61,"NONPOINT",2005
"954","24510","2103007000","PM25-PRI",0.01,"NONPOINT",2005
"955","24510","2104004000","PM25-PRI",22.82,"NONPOINT",2005
"956","24510","2601000000","PM25-PRI",18.13,"NONPOINT",2005
"957","24510","2302003200","PM25-PRI",2.92,"NONPOINT",2005
"958","24510","2104007000","PM25-PRI",0.06,"NONPOINT",2005
"959","24510","2610000100","PM25-PRI",0,"NONPOINT",2005
"960","24510","2102011000","PM25-PRI",0.35,"NONPOINT",2005
"961","24510","2810050000","PM25-PRI",10.17,"NONPOINT",2005
"962","24510","2102001000","PM25-PRI",40.64,"NONPOINT",2005
"963","24510","220100117B","PM25-PRI",0.00257348806189838,"ON-ROAD",2005
"964","24510","220100117T","PM25-PRI",0.000966369290836138,"ON-ROAD",2005
"965","24510","220100117X","PM25-PRI",0.00228798297757747,"ON-ROAD",2005
"966","24510","220100119B","PM25-PRI",0.00257407598837744,"ON-ROAD",2005
"967","24510","220100119T","PM25-PRI",0.000966590057942066,"ON-ROAD",2005
"968","24510","220100119X","PM25-PRI",0.00241951912175863,"ON-ROAD",2005
"969","24510","220100121B","PM25-PRI",0.00175817798299248,"ON-ROAD",2005
"970","24510","220100121T","PM25-PRI",0.000660212572256552,"ON-ROAD",2005
"971","24510","220100121X","PM25-PRI",0.00165261061920317,"ON-ROAD",2005
"972","24510","220100123B","PM25-PRI",2.59,"ON-ROAD",2005
"973","24510","220100123T","PM25-PRI",0.97,"ON-ROAD",2005
"974","24510","220100123X","PM25-PRI",2.31,"ON-ROAD",2005
"975","24510","220100125B","PM25-PRI",0.34,"ON-ROAD",2005
"976","24510","220100125T","PM25-PRI",0.12,"ON-ROAD",2005
"977","24510","220100125X","PM25-PRI",0.3,"ON-ROAD",2005
"978","24510","220100127B","PM25-PRI",3.11,"ON-ROAD",2005
"979","24510","220100127T","PM25-PRI",1.17,"ON-ROAD",2005
"980","24510","220100127X","PM25-PRI",3.26,"ON-ROAD",2005
"981","24510","220100129B","PM25-PRI",1.95,"ON-ROAD",2005
"982","24510","220100129T","PM25-PRI",0.73,"ON-ROAD",2005
"983","24510","220100129X","PM25-PRI",2.05,"ON-ROAD",2005
"984","24510","220100131B","PM25-PRI",0.61,"ON-ROAD",2005
"985","24510","220100131T","PM25-PRI",0.23,"ON-ROAD",2005
"986","24510","220100131X","PM25-PRI",0.64,"ON-ROAD",2005
"987","24510","220100133B","PM25-PRI",0.7,"ON-ROAD",2005
"988","24510","220100133T","PM25-PRI",0.26,"ON-ROAD",2005
"989","24510","220100133X","PM25-PRI",0.73,"ON-ROAD",2005
"990","24510","220102017B","PM25-PRI",0.00201664405176415,"ON-ROAD",2005
"991","24510","220102017T","PM25-PRI",0.000755506494897396,"ON-ROAD",2005
"992","24510","220102017X","PM25-PRI",0.00201790018763858,"ON-ROAD",2005
"993","24510","220102019B","PM25-PRI",0.00201840799127239,"ON-ROAD",2005
"994","24510","220102019T","PM25-PRI",0.000756167337385691,"ON-ROAD",2005
"995","24510","220102019X","PM25-PRI",0.00208469806239008,"ON-ROAD",2005
"996","24510","220102021B","PM25-PRI",0.00137931399513035,"ON-ROAD",2005
"997","24510","220102021T","PM25-PRI",0.000516740019520499,"ON-ROAD",2005
"998","24510","220102021X","PM25-PRI",0.00142461446375818,"ON-ROAD",2005
"999","24510","220102023B","PM25-PRI",2.03,"ON-ROAD",2005
"1000","24510","220102023T","PM25-PRI",0.76,"ON-ROAD",2005
"1001","24510","220102023X","PM25-PRI",2.03,"ON-ROAD",2005
"1002","24510","220102025B","PM25-PRI",0.26,"ON-ROAD",2005
"1003","24510","220102025T","PM25-PRI",0.1,"ON-ROAD",2005
"1004","24510","220102025X","PM25-PRI",0.26,"ON-ROAD",2005
"1005","24510","220102027B","PM25-PRI",2.44,"ON-ROAD",2005
"1006","24510","220102027T","PM25-PRI",0.91,"ON-ROAD",2005
"1007","24510","220102027X","PM25-PRI",2.69,"ON-ROAD",2005
"1008","24510","220102029B","PM25-PRI",1.53,"ON-ROAD",2005
"1009","24510","220102029T","PM25-PRI",0.57,"ON-ROAD",2005
"1010","24510","220102029X","PM25-PRI",1.69,"ON-ROAD",2005
"1011","24510","220102031B","PM25-PRI",0.48,"ON-ROAD",2005
"1012","24510","220102031T","PM25-PRI",0.18,"ON-ROAD",2005
"1013","24510","220102031X","PM25-PRI",0.52,"ON-ROAD",2005
"1014","24510","220102033B","PM25-PRI",0.55,"ON-ROAD",2005
"1015","24510","220102033T","PM25-PRI",0.2,"ON-ROAD",2005
"1016","24510","220102033X","PM25-PRI",0.6,"ON-ROAD",2005
"1017","24510","220104017B","PM25-PRI",0.000695804468705305,"ON-ROAD",2005
"1018","24510","220104017T","PM25-PRI",0.00026094571694557,"ON-ROAD",2005
"1019","24510","220104017X","PM25-PRI",0.000769752296037022,"ON-ROAD",2005
"1020","24510","220104019B","PM25-PRI",0.000695216753229017,"ON-ROAD",2005
"1021","24510","220104019T","PM25-PRI",0.000260725311818532,"ON-ROAD",2005
"1022","24510","220104019X","PM25-PRI",0.000788650861068143,"ON-ROAD",2005
"1023","24510","220104021B","PM25-PRI",0.000476014865853344,"ON-ROAD",2005
"1024","24510","220104021T","PM25-PRI",0.000178518600478126,"ON-ROAD",2005
"1025","24510","220104021X","PM25-PRI",0.00053998917428542,"ON-ROAD",2005
"1026","24510","220104023B","PM25-PRI",0.7,"ON-ROAD",2005
"1027","24510","220104023T","PM25-PRI",0.26,"ON-ROAD",2005
"1028","24510","220104023X","PM25-PRI",0.77,"ON-ROAD",2005
"1029","24510","220104025B","PM25-PRI",0.09,"ON-ROAD",2005
"1030","24510","220104025T","PM25-PRI",0.03,"ON-ROAD",2005
"1031","24510","220104025X","PM25-PRI",0.1,"ON-ROAD",2005
"1032","24510","220104027B","PM25-PRI",0.84,"ON-ROAD",2005
"1033","24510","220104027T","PM25-PRI",0.31,"ON-ROAD",2005
"1034","24510","220104027X","PM25-PRI",1,"ON-ROAD",2005
"1035","24510","220104029B","PM25-PRI",0.52,"ON-ROAD",2005
"1036","24510","220104029T","PM25-PRI",0.19,"ON-ROAD",2005
"1037","24510","220104029X","PM25-PRI",0.63,"ON-ROAD",2005
"1038","24510","220104031B","PM25-PRI",0.16,"ON-ROAD",2005
"1039","24510","220104031T","PM25-PRI",0.06,"ON-ROAD",2005
"1040","24510","220104031X","PM25-PRI",0.19,"ON-ROAD",2005
"1041","24510","220104033B","PM25-PRI",0.19,"ON-ROAD",2005
"1042","24510","220104033T","PM25-PRI",0.07,"ON-ROAD",2005
"1043","24510","220104033X","PM25-PRI",0.22,"ON-ROAD",2005
"1044","24510","220107017B","PM25-PRI",0.000138687534672497,"ON-ROAD",2005
"1045","24510","220107017T","PM25-PRI",5.54221260244937e-05,"ON-ROAD",2005
"1046","24510","220107017X","PM25-PRI",0.0014244634658098,"ON-ROAD",2005
"1047","24510","220107019B","PM25-PRI",0.000137512267428972,"ON-ROAD",2005
"1048","24510","220107019T","PM25-PRI",5.49814535588647e-05,"ON-ROAD",2005
"1049","24510","220107019X","PM25-PRI",0.00141230358713073,"ON-ROAD",2005
"1050","24510","220107021B","PM25-PRI",3.58464301370977e-05,"ON-ROAD",2005
"1051","24510","220107021T","PM25-PRI",1.37719073336482e-05,"ON-ROAD",2005
"1052","24510","220107021X","PM25-PRI",0.000369516790669866,"ON-ROAD",2005
"1053","24510","220107023B","PM25-PRI",0.24,"ON-ROAD",2005
"1054","24510","220107023T","PM25-PRI",0.09,"ON-ROAD",2005
"1055","24510","220107023X","PM25-PRI",2.53,"ON-ROAD",2005
"1056","24510","220107025B","PM25-PRI",0.01,"ON-ROAD",2005
"1057","24510","220107025T","PM25-PRI",0.00805778550951,"ON-ROAD",2005
"1058","24510","220107025X","PM25-PRI",0.2,"ON-ROAD",2005
"1059","24510","220107027B","PM25-PRI",0.16,"ON-ROAD",2005
"1060","24510","220107027T","PM25-PRI",0.06,"ON-ROAD",2005
"1061","24510","220107027X","PM25-PRI",1.69,"ON-ROAD",2005
"1062","24510","220107029B","PM25-PRI",0.08,"ON-ROAD",2005
"1063","24510","220107029T","PM25-PRI",0.03,"ON-ROAD",2005
"1064","24510","220107029X","PM25-PRI",0.9,"ON-ROAD",2005
"1065","24510","220107031B","PM25-PRI",0.02,"ON-ROAD",2005
"1066","24510","220107031T","PM25-PRI",0.01,"ON-ROAD",2005
"1067","24510","220107031X","PM25-PRI",0.26,"ON-ROAD",2005
"1068","24510","220107033B","PM25-PRI",0.01,"ON-ROAD",2005
"1069","24510","220107033T","PM25-PRI",0.00747090088971,"ON-ROAD",2005
"1070","24510","220107033X","PM25-PRI",0.19,"ON-ROAD",2005
"1071","24510","220108017B","PM25-PRI",2.35450873731223e-06,"ON-ROAD",2005
"1072","24510","220108017T","PM25-PRI",4.42101608655307e-07,"ON-ROAD",2005
"1073","24510","220108017X","PM25-PRI",6.38128403807042e-06,"ON-ROAD",2005
"1074","24510","220108019B","PM25-PRI",2.35450873731223e-06,"ON-ROAD",2005
"1075","24510","220108019T","PM25-PRI",4.42101608655307e-07,"ON-ROAD",2005
"1076","24510","220108019X","PM25-PRI",6.42555340846211e-06,"ON-ROAD",2005
"1077","24510","220108021B","PM25-PRI",2.35450873731223e-06,"ON-ROAD",2005
"1078","24510","220108021T","PM25-PRI",4.42101608655307e-07,"ON-ROAD",2005
"1079","24510","220108021X","PM25-PRI",6.42555340846211e-06,"ON-ROAD",2005
"1080","24510","220108023B","PM25-PRI",0.00419401615901,"ON-ROAD",2005
"1081","24510","220108023T","PM25-PRI",0.0007875382361817,"ON-ROAD",2005
"1082","24510","220108023X","PM25-PRI",0.01,"ON-ROAD",2005
"1083","24510","220108025B","PM25-PRI",0.000555081747734202,"ON-ROAD",2005
"1084","24510","220108025T","PM25-PRI",0.000104231384284501,"ON-ROAD",2005
"1085","24510","220108025X","PM25-PRI",0.00150443697930312,"ON-ROAD",2005
"1086","24510","220108027B","PM25-PRI",0.00503761035915,"ON-ROAD",2005
"1087","24510","220108027T","PM25-PRI",0.000946007334277945,"ON-ROAD",2005
"1088","24510","220108027X","PM25-PRI",0.01,"ON-ROAD",2005
"1089","24510","220108029B","PM25-PRI",0.00316278118407352,"ON-ROAD",2005
"1090","24510","220108029T","PM25-PRI",0.000593935204960859,"ON-ROAD",2005
"1091","24510","220108029X","PM25-PRI",0.00874780263771,"ON-ROAD",2005
"1092","24510","220108031B","PM25-PRI",0.000990098269539868,"ON-ROAD",2005
"1093","24510","220108031T","PM25-PRI",0.000185929471626876,"ON-ROAD",2005
"1094","24510","220108031X","PM25-PRI",0.00273847096832468,"ON-ROAD",2005
"1095","24510","220108033B","PM25-PRI",0.00113608184619805,"ON-ROAD",2005
"1096","24510","220108033T","PM25-PRI",0.000213343566429101,"ON-ROAD",2005
"1097","24510","220108033X","PM25-PRI",0.00314341505873015,"ON-ROAD",2005
"1098","24510","223000117B","PM25-PRI",2.35111346000848e-05,"ON-ROAD",2005
"1099","24510","223000117T","PM25-PRI",8.82813287716985e-06,"ON-ROAD",2005
"1100","24510","223000117X","PM25-PRI",0.000656990574498179,"ON-ROAD",2005
"1101","24510","223000119B","PM25-PRI",2.35111346000848e-05,"ON-ROAD",2005
"1102","24510","223000119T","PM25-PRI",8.82813287716985e-06,"ON-ROAD",2005
"1103","24510","223000119X","PM25-PRI",0.000656990574498179,"ON-ROAD",2005
"1104","24510","223000121B","PM25-PRI",1.70455714396665e-05,"ON-ROAD",2005
"1105","24510","223000121T","PM25-PRI",6.40039593235983e-06,"ON-ROAD",2005
"1106","24510","223000121X","PM25-PRI",0.00047631814231862,"ON-ROAD",2005
"1107","24510","223000123B","PM25-PRI",0.02,"ON-ROAD",2005
"1108","24510","223000123T","PM25-PRI",0.00900554202738,"ON-ROAD",2005
"1109","24510","223000123X","PM25-PRI",0.67,"ON-ROAD",2005
"1110","24510","223000125B","PM25-PRI",0.00317280748276969,"ON-ROAD",2005
"1111","24510","223000125T","PM25-PRI",0.0011913517009816,"ON-ROAD",2005
"1112","24510","223000125X","PM25-PRI",0.08,"ON-ROAD",2005
"1113","24510","223000127B","PM25-PRI",0.02,"ON-ROAD",2005
"1114","24510","223000127T","PM25-PRI",0.01,"ON-ROAD",2005
"1115","24510","223000127X","PM25-PRI",0.8,"ON-ROAD",2005
"1116","24510","223000129B","PM25-PRI",0.01,"ON-ROAD",2005
"1117","24510","223000129T","PM25-PRI",0.0067883260758,"ON-ROAD",2005
"1118","24510","223000129X","PM25-PRI",0.5,"ON-ROAD",2005
"1119","24510","223000131B","PM25-PRI",0.00566433300089,"ON-ROAD",2005
"1120","24510","223000131T","PM25-PRI",0.00212689710315316,"ON-ROAD",2005
"1121","24510","223000131X","PM25-PRI",0.15,"ON-ROAD",2005
"1122","24510","223000133B","PM25-PRI",0.00649014900945,"ON-ROAD",2005
"1123","24510","223000133T","PM25-PRI",0.00243698224949183,"ON-ROAD",2005
"1124","24510","223000133X","PM25-PRI",0.18,"ON-ROAD",2005
"1125","24510","223006017B","PM25-PRI",4.93792708766692e-05,"ON-ROAD",2005
"1126","24510","223006017T","PM25-PRI",1.85037903293049e-05,"ON-ROAD",2005
"1127","24510","223006017X","PM25-PRI",0.000949667759414278,"ON-ROAD",2005
"1128","24510","223006019B","PM25-PRI",4.93792708766692e-05,"ON-ROAD",2005
"1129","24510","223006019T","PM25-PRI",1.85037903293049e-05,"ON-ROAD",2005
"1130","24510","223006019X","PM25-PRI",0.000949667759414278,"ON-ROAD",2005
"1131","24510","223006021B","PM25-PRI",1.82233388841267e-05,"ON-ROAD",2005
"1132","24510","223006021T","PM25-PRI",6.8301369537947e-06,"ON-ROAD",2005
"1133","24510","223006021X","PM25-PRI",0.00034810969009413,"ON-ROAD",2005
"1134","24510","223006023B","PM25-PRI",0.07,"ON-ROAD",2005
"1135","24510","223006023T","PM25-PRI",0.02,"ON-ROAD",2005
"1136","24510","223006023X","PM25-PRI",1.39,"ON-ROAD",2005
"1137","24510","223006025B","PM25-PRI",0.00646867690237,"ON-ROAD",2005
"1138","24510","223006025T","PM25-PRI",0.0024239868071163,"ON-ROAD",2005
"1139","24510","223006025X","PM25-PRI",0.12,"ON-ROAD",2005
"1140","24510","223006027B","PM25-PRI",0.05,"ON-ROAD",2005
"1141","24510","223006027T","PM25-PRI",0.02,"ON-ROAD",2005
"1142","24510","223006027X","PM25-PRI",1.03,"ON-ROAD",2005
"1143","24510","223006029B","PM25-PRI",0.02,"ON-ROAD",2005
"1144","24510","223006029T","PM25-PRI",0.01,"ON-ROAD",2005
"1145","24510","223006029X","PM25-PRI",0.57,"ON-ROAD",2005
"1146","24510","223006031B","PM25-PRI",0.00900993798643,"ON-ROAD",2005
"1147","24510","223006031T","PM25-PRI",0.0033764638355933,"ON-ROAD",2005
"1148","24510","223006031X","PM25-PRI",0.17,"ON-ROAD",2005
"1149","24510","223006033B","PM25-PRI",0.00737514940358,"ON-ROAD",2005
"1150","24510","223006033T","PM25-PRI",0.00276410560763905,"ON-ROAD",2005
"1151","24510","223006033X","PM25-PRI",0.14,"ON-ROAD",2005
"1152","24510","223007117B","PM25-PRI",1.05850325553545e-05,"ON-ROAD",2005
"1153","24510","223007117T","PM25-PRI",3.96703944716111e-06,"ON-ROAD",2005
"1154","24510","223007117X","PM25-PRI",0.00025116657889157,"ON-ROAD",2005
"1155","24510","223007119B","PM25-PRI",1.05850325553545e-05,"ON-ROAD",2005
"1156","24510","223007119T","PM25-PRI",3.96703944716111e-06,"ON-ROAD",2005
"1157","24510","223007119X","PM25-PRI",0.00025116657889157,"ON-ROAD",2005
"1158","24510","223007121B","PM25-PRI",2.35222947253531e-06,"ON-ROAD",2005
"1159","24510","223007121T","PM25-PRI",8.81564332644289e-07,"ON-ROAD",2005
"1160","24510","223007121X","PM25-PRI",5.5814796724006e-05,"ON-ROAD",2005
"1161","24510","223007123B","PM25-PRI",0.01,"ON-ROAD",2005
"1162","24510","223007123T","PM25-PRI",0.00708625570222,"ON-ROAD",2005
"1163","24510","223007123X","PM25-PRI",0.44,"ON-ROAD",2005
"1164","24510","223007125B","PM25-PRI",0.00155364473903317,"ON-ROAD",2005
"1165","24510","223007125T","PM25-PRI",0.000582274966291134,"ON-ROAD",2005
"1166","24510","223007125X","PM25-PRI",0.03,"ON-ROAD",2005
"1167","24510","223007127B","PM25-PRI",0.01,"ON-ROAD",2005
"1168","24510","223007127T","PM25-PRI",0.00470428130792,"ON-ROAD",2005
"1169","24510","223007127X","PM25-PRI",0.29,"ON-ROAD",2005
"1170","24510","223007129B","PM25-PRI",0.0067144090404,"ON-ROAD",2005
"1171","24510","223007129T","PM25-PRI",0.00251644349191336,"ON-ROAD",2005
"1172","24510","223007129X","PM25-PRI",0.15,"ON-ROAD",2005
"1173","24510","223007131B","PM25-PRI",0.00200350237719248,"ON-ROAD",2005
"1174","24510","223007131T","PM25-PRI",0.00075087779623571,"ON-ROAD",2005
"1175","24510","223007131X","PM25-PRI",0.04,"ON-ROAD",2005
"1176","24510","223007133B","PM25-PRI",0.00140074624505359,"ON-ROAD",2005
"1177","24510","223007133T","PM25-PRI",0.000524975293956215,"ON-ROAD",2005
"1178","24510","223007133X","PM25-PRI",0.03,"ON-ROAD",2005
"1179","24510","223007217B","PM25-PRI",3.9986762203624e-05,"ON-ROAD",2005
"1180","24510","223007217T","PM25-PRI",2.24792644303306e-05,"ON-ROAD",2005
