"","fips","SCC","Pollutant","Emissions","type","year"
"413","24510","2810005000","PM25-PRI",0,"NONPOINT",2002
"414","24510","2810030000","PM25-PRI",13.48,"NONPOINT",2002
"415","24510","2810050000","PM25-PRI",10.17,"NONPOINT",2002
"416","24510","2102004000","PM25-PRI",2.46,"NONPOINT",2002
"417","24510","2102005000","PM25-PRI",8.98,"NONPOINT",2002
"418","24510","2102006000","PM25-PRI",0.67,"NONPOINT",2002
"419","24510","2102011000","PM25-PRI",0.35,"NONPOINT",2002
"420","24510","2104002000","PM25-PRI",10.2,"NONPOINT",2002
"421","24510","2104004000","PM25-PRI",22.82,"NONPOINT",2002
"422","24510","2104006000","PM25-PRI",3.11,"NONPOINT",2002
"423","24510","2104007000","PM25-PRI",0.06,"NONPOINT",2002
"424","24510","220100117B","PM25-PRI",0.01,"ON-ROAD",2002
"425","24510","220100117T","PM25-PRI",0.0042681471,"ON-ROAD",2002
"426","24510","220100117X","PM25-PRI",0.01,"ON-ROAD",2002
"427","24510","220100119B","PM25-PRI",0.01,"ON-ROAD",2002
"428","24510","220100119T","PM25-PRI",0.0064291857,"ON-ROAD",2002
"429","24510","220100119X","PM25-PRI",0.01,"ON-ROAD",2002
"430","24510","220100121B","PM25-PRI",0.0058187723,"ON-ROAD",2002
"431","24510","220100121T","PM25-PRI",0.002185234,"ON-ROAD",2002
"432","24510","220100121X","PM25-PRI",0.0066259081,"ON-ROAD",2002
"433","24510","220100123B","PM25-PRI",2.95,"ON-ROAD",2002
"434","24510","220100123T","PM25-PRI",1.11,"ON-ROAD",2002
"435","24510","220100123X","PM25-PRI",3.19,"ON-ROAD",2002
"436","24510","220100125B","PM25-PRI",0.41,"ON-ROAD",2002
"437","24510","220100125T","PM25-PRI",0.15,"ON-ROAD",2002
"438","24510","220100125X","PM25-PRI",0.45,"ON-ROAD",2002
"439","24510","220100127B","PM25-PRI",3.53,"ON-ROAD",2002
"440","24510","220100127T","PM25-PRI",1.32,"ON-ROAD",2002
"441","24510","220100127X","PM25-PRI",4.23,"ON-ROAD",2002
"442","24510","220100129B","PM25-PRI",2.2,"ON-ROAD",2002
"443","24510","220100129T","PM25-PRI",0.82,"ON-ROAD",2002
"444","24510","220100129X","PM25-PRI",2.64,"ON-ROAD",2002
"445","24510","220100131B","PM25-PRI",0.65,"ON-ROAD",2002
"446","24510","220100131T","PM25-PRI",0.24,"ON-ROAD",2002
"447","24510","220100131X","PM25-PRI",0.78,"ON-ROAD",2002
"448","24510","220100133B","PM25-PRI",1.05,"ON-ROAD",2002
"449","24510","220100133T","PM25-PRI",0.39,"ON-ROAD",2002
"450","24510","220100133X","PM25-PRI",1.39,"ON-ROAD",2002
"451","24510","220102017B","PM25-PRI",0.007416567,"ON-ROAD",2002
"452","24510","220102017T","PM25-PRI",0.0027785913,"ON-ROAD",2002
"453","24510","220102017X","PM25-PRI",0.0095158695,"ON-ROAD",2002
"454","24510","220102019B","PM25-PRI",0.01,"ON-ROAD",2002
"455","24510","220102019T","PM25-PRI",0.0041847819,"ON-ROAD",2002
"456","24510","220102019X","PM25-PRI",0.01,"ON-ROAD",2002
"457","24510","220102021B","PM25-PRI",0.0037984154,"ON-ROAD",2002
"458","24510","220102021T","PM25-PRI",0.0014230633,"ON-ROAD",2002
"459","24510","220102021X","PM25-PRI",0.0050188399,"ON-ROAD",2002
"460","24510","220102023B","PM25-PRI",1.92,"ON-ROAD",2002
"461","24510","220102023T","PM25-PRI",0.72,"ON-ROAD",2002
"462","24510","220102023X","PM25-PRI",2.48,"ON-ROAD",2002
"463","24510","220102025B","PM25-PRI",0.27,"ON-ROAD",2002
"464","24510","220102025T","PM25-PRI",0.1,"ON-ROAD",2002
"465","24510","220102025X","PM25-PRI",0.35,"ON-ROAD",2002
"466","24510","220102027B","PM25-PRI",2.3,"ON-ROAD",2002
"467","24510","220102027T","PM25-PRI",0.86,"ON-ROAD",2002
"468","24510","220102027X","PM25-PRI",3.13,"ON-ROAD",2002
"469","24510","220102029B","PM25-PRI",1.44,"ON-ROAD",2002
"470","24510","220102029T","PM25-PRI",0.53,"ON-ROAD",2002
"471","24510","220102029X","PM25-PRI",1.95,"ON-ROAD",2002
"472","24510","220102031B","PM25-PRI",0.42,"ON-ROAD",2002
"473","24510","220102031T","PM25-PRI",0.16,"ON-ROAD",2002
"474","24510","220102031X","PM25-PRI",0.58,"ON-ROAD",2002
"475","24510","220102033B","PM25-PRI",0.68,"ON-ROAD",2002
"476","24510","220102033T","PM25-PRI",0.25,"ON-ROAD",2002
"477","24510","220102033X","PM25-PRI",0.98,"ON-ROAD",2002
"478","24510","220104017B","PM25-PRI",0.0025547758,"ON-ROAD",2002
"479","24510","220104017T","PM25-PRI",0.0009580249,"ON-ROAD",2002
"480","24510","220104017X","PM25-PRI",0.0041587997,"ON-ROAD",2002
"481","24510","220104019B","PM25-PRI",0.0038504704,"ON-ROAD",2002
"482","24510","220104019T","PM25-PRI",0.0014439022,"ON-ROAD",2002
"483","24510","220104019X","PM25-PRI",0.0063773859,"ON-ROAD",2002
"484","24510","220104021B","PM25-PRI",0.0013085064,"ON-ROAD",2002
"485","24510","220104021T","PM25-PRI",0.0004906817,"ON-ROAD",2002
"486","24510","220104021X","PM25-PRI",0.0021672288,"ON-ROAD",2002
"487","24510","220104023B","PM25-PRI",0.66,"ON-ROAD",2002
"488","24510","220104023T","PM25-PRI",0.24,"ON-ROAD",2002
"489","24510","220104023X","PM25-PRI",1.08,"ON-ROAD",2002
"490","24510","220104025B","PM25-PRI",0.09,"ON-ROAD",2002
"491","24510","220104025T","PM25-PRI",0.03,"ON-ROAD",2002
"492","24510","220104025X","PM25-PRI",0.15,"ON-ROAD",2002
"493","24510","220104027B","PM25-PRI",0.79,"ON-ROAD",2002
"494","24510","220104027T","PM25-PRI",0.29,"ON-ROAD",2002
"495","24510","220104027X","PM25-PRI",1.33,"ON-ROAD",2002
"496","24510","220104029B","PM25-PRI",0.49,"ON-ROAD",2002
"497","24510","220104029T","PM25-PRI",0.18,"ON-ROAD",2002
"498","24510","220104029X","PM25-PRI",0.83,"ON-ROAD",2002
"499","24510","220104031B","PM25-PRI",0.14,"ON-ROAD",2002
"500","24510","220104031T","PM25-PRI",0.05,"ON-ROAD",2002
"501","24510","220104031X","PM25-PRI",0.24,"ON-ROAD",2002
"502","24510","220104033B","PM25-PRI",0.23,"ON-ROAD",2002
"503","24510","220104033T","PM25-PRI",0.08,"ON-ROAD",2002
"504","24510","220104033X","PM25-PRI",0.41,"ON-ROAD",2002
"505","24510","220107017B","PM25-PRI",0.0005447852,"ON-ROAD",2002
"506","24510","220107017T","PM25-PRI",0.0002238227,"ON-ROAD",2002
"507","24510","220107017X","PM25-PRI",0.0063873518,"ON-ROAD",2002
"508","24510","220107019B","PM25-PRI",0.0007506884,"ON-ROAD",2002
"509","24510","220107019T","PM25-PRI",0.0003083914,"ON-ROAD",2002
"510","24510","220107019X","PM25-PRI",0.0088013468,"ON-ROAD",2002
"511","24510","220107021B","PM25-PRI",0.0002251183,"ON-ROAD",2002
"512","24510","220107021T","PM25-PRI",9.24501e-05,"ON-ROAD",2002
"513","24510","220107021X","PM25-PRI",0.0026393421,"ON-ROAD",2002
"514","24510","220107023B","PM25-PRI",0.11,"ON-ROAD",2002
"515","24510","220107023T","PM25-PRI",0.04,"ON-ROAD",2002
"516","24510","220107023X","PM25-PRI",1.29,"ON-ROAD",2002
"517","24510","220107025B","PM25-PRI",0.0082553677,"ON-ROAD",2002
"518","24510","220107025T","PM25-PRI",0.0033916917,"ON-ROAD",2002
"519","24510","220107025X","PM25-PRI",0.09,"ON-ROAD",2002
"520","24510","220107027B","PM25-PRI",0.1,"ON-ROAD",2002
"521","24510","220107027T","PM25-PRI",0.04,"ON-ROAD",2002
"522","24510","220107027X","PM25-PRI",1.27,"ON-ROAD",2002
"523","24510","220107029B","PM25-PRI",0.06,"ON-ROAD",2002
"524","24510","220107029T","PM25-PRI",0.02,"ON-ROAD",2002
"525","24510","220107029X","PM25-PRI",0.71,"ON-ROAD",2002
"526","24510","220107031B","PM25-PRI",0.02,"ON-ROAD",2002
"527","24510","220107031T","PM25-PRI",0.0086587332,"ON-ROAD",2002
"528","24510","220107031X","PM25-PRI",0.24,"ON-ROAD",2002
"529","24510","220107033B","PM25-PRI",0.04,"ON-ROAD",2002
"530","24510","220107033T","PM25-PRI",0.01,"ON-ROAD",2002
"531","24510","220107033X","PM25-PRI",0.55,"ON-ROAD",2002
"532","24510","220108017B","PM25-PRI",0.0002385814,"ON-ROAD",2002
"533","24510","220108017T","PM25-PRI",4.48407e-05,"ON-ROAD",2002
"534","24510","220108017X","PM25-PRI",0.0006558844,"ON-ROAD",2002
"535","24510","220108019B","PM25-PRI",0.000128947,"ON-ROAD",2002
"536","24510","220108019T","PM25-PRI",2.42352e-05,"ON-ROAD",2002
"537","24510","220108019X","PM25-PRI",0.000357247,"ON-ROAD",2002
"538","24510","220108021B","PM25-PRI",0.000128947,"ON-ROAD",2002
"539","24510","220108021T","PM25-PRI",2.42352e-05,"ON-ROAD",2002
"540","24510","220108021X","PM25-PRI",0.000357247,"ON-ROAD",2002
"541","24510","220108023B","PM25-PRI",0.05,"ON-ROAD",2002
"542","24510","220108023T","PM25-PRI",0.01,"ON-ROAD",2002
"543","24510","220108023X","PM25-PRI",0.15,"ON-ROAD",2002
"544","24510","220108025B","PM25-PRI",0.0014615223,"ON-ROAD",2002
"545","24510","220108025T","PM25-PRI",0.0002747518,"ON-ROAD",2002
"546","24510","220108025X","PM25-PRI",0.0040184911,"ON-ROAD",2002
"547","24510","220108027B","PM25-PRI",0.01,"ON-ROAD",2002
"548","24510","220108027T","PM25-PRI",0.0035031646,"ON-ROAD",2002
"549","24510","220108027X","PM25-PRI",0.05,"ON-ROAD",2002
"550","24510","220108029B","PM25-PRI",0.01,"ON-ROAD",2002
"551","24510","220108029T","PM25-PRI",0.0019071438,"ON-ROAD",2002
"552","24510","220108029X","PM25-PRI",0.02,"ON-ROAD",2002
"553","24510","220108031B","PM25-PRI",0.0060180689,"ON-ROAD",2002
"554","24510","220108031T","PM25-PRI",0.0011313564,"ON-ROAD",2002
"555","24510","220108031X","PM25-PRI",0.01,"ON-ROAD",2002
"556","24510","220108033B","PM25-PRI",0.0068348068,"ON-ROAD",2002
"557","24510","220108033T","PM25-PRI",0.0012848976,"ON-ROAD",2002
"558","24510","220108033X","PM25-PRI",0.01,"ON-ROAD",2002
"559","24510","223000117B","PM25-PRI",3.00316e-05,"ON-ROAD",2002
"560","24510","223000117T","PM25-PRI",1.12718e-05,"ON-ROAD",2002
"561","24510","223000117X","PM25-PRI",0.0010904539,"ON-ROAD",2002
"562","24510","223000119B","PM25-PRI",4.29022e-05,"ON-ROAD",2002
"563","24510","223000119T","PM25-PRI",1.61026e-05,"ON-ROAD",2002
"564","24510","223000119X","PM25-PRI",0.0015577915,"ON-ROAD",2002
"565","24510","223000121B","PM25-PRI",1.50452e-05,"ON-ROAD",2002
"566","24510","223000121T","PM25-PRI",5.6469494e-06,"ON-ROAD",2002
"567","24510","223000121X","PM25-PRI",0.000546294,"ON-ROAD",2002
"568","24510","223000123B","PM25-PRI",0.0074050226,"ON-ROAD",2002
"569","24510","223000123T","PM25-PRI",0.0027793076,"ON-ROAD",2002
"570","24510","223000123X","PM25-PRI",0.26,"ON-ROAD",2002
"571","24510","223000125B","PM25-PRI",0.0010490028,"ON-ROAD",2002
"572","24510","223000125T","PM25-PRI",0.0003937194,"ON-ROAD",2002
"573","24510","223000125X","PM25-PRI",0.03,"ON-ROAD",2002
"574","24510","223000127B","PM25-PRI",0.0088465651,"ON-ROAD",2002
"575","24510","223000127T","PM25-PRI",0.0033203542,"ON-ROAD",2002
"576","24510","223000127X","PM25-PRI",0.32,"ON-ROAD",2002
"577","24510","223000129B","PM25-PRI",0.0055301757,"ON-ROAD",2002
"578","24510","223000129T","PM25-PRI",0.0020756239,"ON-ROAD",2002
"579","24510","223000129X","PM25-PRI",0.2,"ON-ROAD",2002
"580","24510","223000131B","PM25-PRI",0.0016452944,"ON-ROAD",2002
"581","24510","223000131T","PM25-PRI",0.0006175233,"ON-ROAD",2002
"582","24510","223000131X","PM25-PRI",0.05,"ON-ROAD",2002
"583","24510","223000133B","PM25-PRI",0.0026321185,"ON-ROAD",2002
"584","24510","223000133T","PM25-PRI",0.000987905,"ON-ROAD",2002
"585","24510","223000133X","PM25-PRI",0.09,"ON-ROAD",2002
"586","24510","223006017B","PM25-PRI",0.0001158591,"ON-ROAD",2002
"587","24510","223006017T","PM25-PRI",4.34206e-05,"ON-ROAD",2002
"588","24510","223006017X","PM25-PRI",0.0031952443,"ON-ROAD",2002
"589","24510","223006019B","PM25-PRI",0.0001737593,"ON-ROAD",2002
"590","24510","223006019T","PM25-PRI",6.512e-05,"ON-ROAD",2002
"591","24510","223006019X","PM25-PRI",0.0047920388,"ON-ROAD",2002
"592","24510","223006021B","PM25-PRI",5.5784e-05,"ON-ROAD",2002
"593","24510","223006021T","PM25-PRI",2.09062e-05,"ON-ROAD",2002
"594","24510","223006021X","PM25-PRI",0.0015384262,"ON-ROAD",2002
"595","24510","223006023B","PM25-PRI",0.02,"ON-ROAD",2002
"596","24510","223006023T","PM25-PRI",0.01,"ON-ROAD",2002
"597","24510","223006023X","PM25-PRI",0.81,"ON-ROAD",2002
"598","24510","223006025B","PM25-PRI",0.0042095644,"ON-ROAD",2002
"599","24510","223006025T","PM25-PRI",0.0015775673,"ON-ROAD",2002
"600","24510","223006025X","PM25-PRI",0.11,"ON-ROAD",2002
"601","24510","223006027B","PM25-PRI",0.03,"ON-ROAD",2002
"602","24510","223006027T","PM25-PRI",0.01,"ON-ROAD",2002
"603","24510","223006027X","PM25-PRI",0.97,"ON-ROAD",2002
"604","24510","223006029B","PM25-PRI",0.02,"ON-ROAD",2002
"605","24510","223006029T","PM25-PRI",0.0083107536,"ON-ROAD",2002
"606","24510","223006029X","PM25-PRI",0.61,"ON-ROAD",2002
"607","24510","223006031B","PM25-PRI",0.0065997062,"ON-ROAD",2002
"608","24510","223006031T","PM25-PRI",0.0024732855,"ON-ROAD",2002
"609","24510","223006031X","PM25-PRI",0.18,"ON-ROAD",2002
"610","24510","223006033B","PM25-PRI",0.0072090416,"ON-ROAD",2002
"611","24510","223006033T","PM25-PRI",0.0027016382,"ON-ROAD",2002
"612","24510","223006033X","PM25-PRI",0.19,"ON-ROAD",2002
"613","24510","223007117B","PM25-PRI",0.0001416678,"ON-ROAD",2002
"614","24510","223007117T","PM25-PRI",5.30984e-05,"ON-ROAD",2002
"615","24510","223007117X","PM25-PRI",0.0044746195,"ON-ROAD",2002
"616","24510","223007119B","PM25-PRI",0.0001910663,"ON-ROAD",2002
"617","24510","223007119T","PM25-PRI",7.16135e-05,"ON-ROAD",2002
"618","24510","223007119X","PM25-PRI",0.0060348856,"ON-ROAD",2002
"619","24510","223007121B","PM25-PRI",5.79844e-05,"ON-ROAD",2002
"620","24510","223007121T","PM25-PRI",2.17331e-05,"ON-ROAD",2002
"621","24510","223007121X","PM25-PRI",0.0018314549,"ON-ROAD",2002
"622","24510","223007123B","PM25-PRI",0.02,"ON-ROAD",2002
"623","24510","223007123T","PM25-PRI",0.01,"ON-ROAD",2002
"624","24510","223007123X","PM25-PRI",0.89,"ON-ROAD",2002
"625","24510","223007125B","PM25-PRI",0.0020949614,"ON-ROAD",2002
"626","24510","223007125T","PM25-PRI",0.0007852185,"ON-ROAD",2002
"627","24510","223007125X","PM25-PRI",0.06,"ON-ROAD",2002
"628","24510","223007127B","PM25-PRI",0.02,"ON-ROAD",2002
"629","24510","223007127T","PM25-PRI",0.01,"ON-ROAD",2002
"630","24510","223007127X","PM25-PRI",0.87,"ON-ROAD",2002
"631","24510","223007129B","PM25-PRI",0.01,"ON-ROAD",2002
"632","24510","223007129T","PM25-PRI",0.0057958161,"ON-ROAD",2002
"633","24510","223007129X","PM25-PRI",0.48,"ON-ROAD",2002
"634","24510","223007131B","PM25-PRI",0.0053361402,"ON-ROAD",2002
"635","24510","223007131T","PM25-PRI",0.0020000553,"ON-ROAD",2002
"636","24510","223007131X","PM25-PRI",0.16,"ON-ROAD",2002
"637","24510","223007133B","PM25-PRI",0.01,"ON-ROAD",2002
"638","24510","223007133T","PM25-PRI",0.00454558,"ON-ROAD",2002
"639","24510","223007133X","PM25-PRI",0.38,"ON-ROAD",2002
"640","24510","223007217B","PM25-PRI",9.87301e-05,"ON-ROAD",2002
"641","24510","223007217T","PM25-PRI",5.55102e-05,"ON-ROAD",2002
"642","24510","223007217X","PM25-PRI",0.0026898162,"ON-ROAD",2002
"643","24510","223007219B","PM25-PRI",0.000133071,"ON-ROAD",2002
"644","24510","223007219T","PM25-PRI",7.48181e-05,"ON-ROAD",2002
"645","24510","223007219X","PM25-PRI",0.0036254664,"ON-ROAD",2002
"646","24510","223007221B","PM25-PRI",4.28673e-05,"ON-ROAD",2002
"647","24510","223007221T","PM25-PRI",2.41018e-05,"ON-ROAD",2002
"648","24510","223007221X","PM25-PRI",0.0011678978,"ON-ROAD",2002
"649","24510","223007223B","PM25-PRI",0.01,"ON-ROAD",2002
"650","24510","223007223T","PM25-PRI",0.01,"ON-ROAD",2002
"651","24510","223007223X","PM25-PRI",0.54,"ON-ROAD",2002
"652","24510","223007225B","PM25-PRI",0.0014681358,"ON-ROAD",2002
"653","24510","223007225T","PM25-PRI",0.0008254274,"ON-ROAD",2002
"654","24510","223007225X","PM25-PRI",0.04,"ON-ROAD",2002
"655","24510","223007227B","PM25-PRI",0.01,"ON-ROAD",2002
"656","24510","223007227T","PM25-PRI",0.01,"ON-ROAD",2002
"657","24510","223007227X","PM25-PRI",0.52,"ON-ROAD",2002
"658","24510","223007229B","PM25-PRI",0.01,"ON-ROAD",2002
"659","24510","223007229T","PM25-PRI",0.0060878602,"ON-ROAD",2002
"660","24510","223007229X","PM25-PRI",0.29,"ON-ROAD",2002
"661","24510","223007231B","PM25-PRI",0.0037345233,"ON-ROAD",2002
"662","24510","223007231T","PM25-PRI",0.0020996507,"ON-ROAD",2002
"663","24510","223007231X","PM25-PRI",0.1,"ON-ROAD",2002
"664","24510","223007233B","PM25-PRI",0.0084951016,"ON-ROAD",2002
"665","24510","223007233T","PM25-PRI",0.0047761776,"ON-ROAD",2002
"666","24510","223007233X","PM25-PRI",0.23,"ON-ROAD",2002
"667","24510","223007317B","PM25-PRI",0.0002296671,"ON-ROAD",2002
"668","24510","223007317T","PM25-PRI",0.0001291557,"ON-ROAD",2002
"669","24510","223007317X","PM25-PRI",0.01,"ON-ROAD",2002
"670","24510","223007319B","PM25-PRI",0.0003133374,"ON-ROAD",2002
"671","24510","223007319T","PM25-PRI",0.0001762086,"ON-ROAD",2002
"672","24510","223007319X","PM25-PRI",0.01,"ON-ROAD",2002
"673","24510","223007321B","PM25-PRI",9.6606e-05,"ON-ROAD",2002
"674","24510","223007321T","PM25-PRI",5.43274e-05,"ON-ROAD",2002
"675","24510","223007321X","PM25-PRI",0.0053392209,"ON-ROAD",2002
"676","24510","223007323B","PM25-PRI",0.04,"ON-ROAD",2002
"677","24510","223007323T","PM25-PRI",0.02,"ON-ROAD",2002
"678","24510","223007323X","PM25-PRI",2.54,"ON-ROAD",2002
"679","24510","223007325B","PM25-PRI",0.0034016566,"ON-ROAD",2002
"680","24510","223007325T","PM25-PRI",0.0019129616,"ON-ROAD",2002
"681","24510","223007325X","PM25-PRI",0.18,"ON-ROAD",2002
"682","24510","223007327B","PM25-PRI",0.04,"ON-ROAD",2002
"683","24510","223007327T","PM25-PRI",0.02,"ON-ROAD",2002
"684","24510","223007327X","PM25-PRI",2.49,"ON-ROAD",2002
"685","24510","223007329B","PM25-PRI",0.02,"ON-ROAD",2002
"686","24510","223007329T","PM25-PRI",0.01,"ON-ROAD",2002
"687","24510","223007329X","PM25-PRI",1.38,"ON-ROAD",2002
"688","24510","223007331B","PM25-PRI",0.0086532214,"ON-ROAD",2002
"689","24510","223007331T","PM25-PRI",0.0048662418,"ON-ROAD",2002
"690","24510","223007331X","PM25-PRI",0.47,"ON-ROAD",2002
"691","24510","223007333B","PM25-PRI",0.01,"ON-ROAD",2002
"692","24510","223007333T","PM25-PRI",0.01,"ON-ROAD",2002
"693","24510","223007333X","PM25-PRI",1.08,"ON-ROAD",2002
"694","24510","223007417B","PM25-PRI",0.0007617328,"ON-ROAD",2002
"695","24510","223007417T","PM25-PRI",0.0012854596,"ON-ROAD",2002
"696","24510","223007417X","PM25-PRI",0.05,"ON-ROAD",2002
"697","24510","223007419B","PM25-PRI",0.0010299883,"ON-ROAD",2002
"698","24510","223007419T","PM25-PRI",0.0017381533,"ON-ROAD",2002
"699","24510","223007419X","PM25-PRI",0.07,"ON-ROAD",2002
"700","24510","223007421B","PM25-PRI",0.0003196961,"ON-ROAD",2002
"701","24510","223007421T","PM25-PRI",0.0005395021,"ON-ROAD",2002
"702","24510","223007421X","PM25-PRI",0.02,"ON-ROAD",2002
"703","24510","223007423B","PM25-PRI",0.15,"ON-ROAD",2002
"704","24510","223007423T","PM25-PRI",0.25,"ON-ROAD",2002
"705","24510","223007423X","PM25-PRI",11.42,"ON-ROAD",2002
"706","24510","223007425B","PM25-PRI",0.01,"ON-ROAD",2002
"707","24510","223007425T","PM25-PRI",0.01,"ON-ROAD",2002
"708","24510","223007425X","PM25-PRI",0.84,"ON-ROAD",2002
"709","24510","223007427B","PM25-PRI",0.14,"ON-ROAD",2002
"710","24510","223007427T","PM25-PRI",0.25,"ON-ROAD",2002
"711","24510","223007427X","PM25-PRI",11.18,"ON-ROAD",2002
"712","24510","223007429B","PM25-PRI",0.08,"ON-ROAD",2002
"713","24510","223007429T","PM25-PRI",0.14,"ON-ROAD",2002
"714","24510","223007429X","PM25-PRI",6.23,"ON-ROAD",2002
"715","24510","223007431B","PM25-PRI",0.02,"ON-ROAD",2002
"716","24510","223007431T","PM25-PRI",0.04,"ON-ROAD",2002
"717","24510","223007431X","PM25-PRI",2.15,"ON-ROAD",2002
"718","24510","223007433B","PM25-PRI",0.06,"ON-ROAD",2002
"719","24510","223007433T","PM25-PRI",0.11,"ON-ROAD",2002
"720","24510","223007433X","PM25-PRI",4.88,"ON-ROAD",2002
"721","24510","223007517B","PM25-PRI",3.64102e-05,"ON-ROAD",2002
"722","24510","223007517T","PM25-PRI",2.05516e-05,"ON-ROAD",2002
"723","24510","223007517X","PM25-PRI",0.0054490396,"ON-ROAD",2002
"724","24510","223007519B","PM25-PRI",0.0002636216,"ON-ROAD",2002
"725","24510","223007519T","PM25-PRI",0.0001488,"ON-ROAD",2002
"726","24510","223007519X","PM25-PRI",0.03,"ON-ROAD",2002
"727","24510","223007523B","PM25-PRI",0.03,"ON-ROAD",2002
"728","24510","223007523T","PM25-PRI",0.01,"ON-ROAD",2002
"729","24510","223007523X","PM25-PRI",4.95,"ON-ROAD",2002
"730","24510","223007525B","PM25-PRI",0.0031487704,"ON-ROAD",2002
"731","24510","223007525T","PM25-PRI",0.001777314,"ON-ROAD",2002
"732","24510","223007525X","PM25-PRI",0.47,"ON-ROAD",2002
"733","24510","223007527B","PM25-PRI",0.04,"ON-ROAD",2002
"734","24510","223007527T","PM25-PRI",0.02,"ON-ROAD",2002
"735","24510","223007527X","PM25-PRI",6.75,"ON-ROAD",2002
"736","24510","223007529B","PM25-PRI",0.02,"ON-ROAD",2002
"737","24510","223007529T","PM25-PRI",0.01,"ON-ROAD",2002
"738","24510","223007529X","PM25-PRI",3.79,"ON-ROAD",2002
"739","24510","223007531B","PM25-PRI",0.0085182628,"ON-ROAD",2002
"740","24510","223007531T","PM25-PRI",0.0048081086,"ON-ROAD",2002
"741","24510","223007531X","PM25-PRI",1.27,"ON-ROAD",2002
"742","24510","223007533B","PM25-PRI",0.01,"ON-ROAD",2002
"743","24510","223007533T","PM25-PRI",0.0098412569,"ON-ROAD",2002
"744","24510","223007533X","PM25-PRI",2.61,"ON-ROAD",2002
"745","24510","2260003030","PM25-PRI",0.01,"NON-ROAD",2002
"746","24510","2260003040","PM25-PRI",0.00137294430169277,"NON-ROAD",2002
"747","24510","2260004015","PM25-PRI",0.18,"NON-ROAD",2002
"748","24510","2260004016","PM25-PRI",0.14,"NON-ROAD",2002
"749","24510","2260004020","PM25-PRI",2.56,"NON-ROAD",2002
"750","24510","2260004021","PM25-PRI",2.57,"NON-ROAD",2002
"751","24510","2260004025","PM25-PRI",3.51,"NON-ROAD",2002
"752","24510","2260004026","PM25-PRI",1.54,"NON-ROAD",2002
"753","24510","2260004030","PM25-PRI",2.29,"NON-ROAD",2002
"754","24510","2260004031","PM25-PRI",1.65,"NON-ROAD",2002
"755","24510","2260004035","PM25-PRI",0.72,"NON-ROAD",2002
"756","24510","2260004036","PM25-PRI",0.27,"NON-ROAD",2002
"757","24510","2260004071","PM25-PRI",0.000631148986940389,"NON-ROAD",2002
"758","24510","2260006005","PM25-PRI",0.2,"NON-ROAD",2002
"759","24510","2260006010","PM25-PRI",1.45,"NON-ROAD",2002
"760","24510","2260006015","PM25-PRI",0.000552304598386399,"NON-ROAD",2002
"761","24510","2260006035","PM25-PRI",0.00870230700820685,"NON-ROAD",2002
"762","24510","2265001050","PM25-PRI",0.05,"NON-ROAD",2002
"763","24510","2265003010","PM25-PRI",0.02,"NON-ROAD",2002
"764","24510","2265003020","PM25-PRI",0.06,"NON-ROAD",2002
"765","24510","2265003030","PM25-PRI",0.02,"NON-ROAD",2002
"766","24510","2265003040","PM25-PRI",0.07,"NON-ROAD",2002
"767","24510","2265003050","PM25-PRI",0.00174484838498756,"NON-ROAD",2002
"768","24510","2265003060","PM25-PRI",0.00155733071733266,"NON-ROAD",2002
"769","24510","2265003070","PM25-PRI",0.00712828966788948,"NON-ROAD",2002
"770","24510","2265004010","PM25-PRI",0.94,"NON-ROAD",2002
"771","24510","2265004011","PM25-PRI",0.12,"NON-ROAD",2002
"772","24510","2265004015","PM25-PRI",0.07,"NON-ROAD",2002
"773","24510","2265004016","PM25-PRI",0.07,"NON-ROAD",2002
"774","24510","2265004025","PM25-PRI",0.00498551503551426,"NON-ROAD",2002
"775","24510","2265004026","PM25-PRI",0.0024650487684994,"NON-ROAD",2002
"776","24510","2265004030","PM25-PRI",0.0098035347618861,"NON-ROAD",2002
"777","24510","2265004031","PM25-PRI",0.06,"NON-ROAD",2002
"778","24510","2265004035","PM25-PRI",0.03,"NON-ROAD",2002
"779","24510","2265004036","PM25-PRI",0.01,"NON-ROAD",2002
"780","24510","2265004040","PM25-PRI",0.09,"NON-ROAD",2002
"781","24510","2265004041","PM25-PRI",0.00750560252345168,"NON-ROAD",2002
"782","24510","2265004046","PM25-PRI",0.00840792378585319,"NON-ROAD",2002
"783","24510","2265004051","PM25-PRI",0.00885682040825486,"NON-ROAD",2002
"784","24510","2265004055","PM25-PRI",1.34,"NON-ROAD",2002
"785","24510","2265004056","PM25-PRI",0.1,"NON-ROAD",2002
"786","24510","2265004066","PM25-PRI",0.01,"NON-ROAD",2002
"787","24510","2265004071","PM25-PRI",0.34,"NON-ROAD",2002
"788","24510","2265004075","PM25-PRI",0.08,"NON-ROAD",2002
"789","24510","2265004076","PM25-PRI",0.01,"NON-ROAD",2002
"790","24510","2265006005","PM25-PRI",0.69,"NON-ROAD",2002
"791","24510","2265006010","PM25-PRI",0.24,"NON-ROAD",2002
"792","24510","2265006015","PM25-PRI",0.11,"NON-ROAD",2002
"793","24510","2265006025","PM25-PRI",0.19,"NON-ROAD",2002
"794","24510","2265006030","PM25-PRI",0.4,"NON-ROAD",2002
"795","24510","2265006035","PM25-PRI",0.01,"NON-ROAD",2002
"796","24510","2265010010","PM25-PRI",0.00304990023141727,"NON-ROAD",2002
